yearel,myoutcome,second,myoutcomenext,use,difshare,difgrp,mmyoutcomenext,mrunagain,mofficeexp,melectexp,mpmyoutcomenext,mprunagain,mpofficeexp,mpelectexp
1984,0,1,0,,-.24032879,151,,,,,,,,
1984,0,,0,,-.59187412,81,,,,,,,,
1984,0,,0,,-.59462005,81,,,,,,,,
1986,1,,1,1,.39033958,278,.90476191,.90476191,4.9761906,5.0238094,.83582008,.88092548,4.7039347,4.811635
1986,0,1,0,,-.39033958,121,,,,,,,,
1986,0,,0,,-.6634928,67,,,,,,,,
1988,1,,1,1,.37324989,274,.80645162,.87096775,6.7741938,7.032258,.83607167,.88091636,4.6547589,4.768044
1988,0,1,0,,-.37324989,125,,,,,,,,
1988,0,,0,,-.64566469,70,,,,,,,,
1988,0,,0,,-.65786785,68,,,,,,,,
1990,1,,0,1,.23049748,246,.73770493,.81967211,3.4754097,3.7868853,.82249099,.87698215,3.9458523,4.1084652
1990,0,1,0,,-.23049748,153,,,,,,,,
1992,1,,1,1,.80006939,360,1,1,6.6666665,7,.82710159,.85659909,4.0121231,4.0705466
1992,0,1,0,,-.80006939,39,,,,,,,,
1992,0,,0,,-.81512642,36,,,,,,,,
1994,1,,1,1,.60034359,320,.8125,.875,4.875,4.875,.82758772,.87236333,4.6421204,4.7102432
1994,0,1,0,,-.60034359,79,,,,,,,,
1994,0,,0,,-.72774053,54,,,,,,,,
1996,1,,1,1,.69963747,339,.7368421,.78947371,3,3.1052632,.82681793,.86457556,4.3683844,4.4292655
1996,0,1,0,,-.69963747,60,,,,,,,,
1996,0,,0,,-.78137982,43,,,,,,,,
1996,0,,0,,-.8132962,37,,,,,,,,
1998,1,,,,.75395387,350,,,,,,,,
1998,0,1,,,-.75395387,49,,,,,,,,
1998,0,,,,-.84666234,30,,,,,,,,
1962,1,,0,1,.1805886,236,.83333331,.87037039,3.4814816,3.5925925,.80530518,.87427485,3.5250316,3.708955
1962,0,1,0,,-.1805886,163,,,,,,,,
1964,1,,0,1,.034655482,206,.51999998,.81999999,1.88,2.2,.64922315,.86560214,1.6716632,1.9285142
1964,0,1,1,,-.034655482,193,,,,,,,,
1966,1,,1,,.069618553,213,,,,,,,,
1966,0,1,0,1,-.069618553,186,.13043478,.30434781,.26086956,.41304347,.064827502,.27599248,.64455962,.90449029
1968,1,,1,,.34271455,268,,,,,,,,
1968,0,1,0,1,-.34271455,131,0,.15789473,0,.15789473,.0023705922,.12915093,.020018881,.18457182
1968,0,,0,,-.64580584,70,,,,,,,,
1970,1,,1,,.44343114,288,,,,,,,,
1970,0,1,0,1,-.44343114,111,0,.13636364,0,.27272728,.0010574106,.12583917,.018557431,.18243621
1972,1,,1,,.50035942,300,,,,,,,,
1972,0,1,0,1,-.50035942,99,0,.1875,0,.125,.00040092607,.12387041,.03697424,.21307486
1974,1,,1,,.10302311,220,,,,,,,,
1974,0,1,0,1,-.10302311,179,.02,.2,.28,.63999999,.038104519,.22474398,.48400071,.73212194
1974,0,,0,,-.49927777,100,,,,,,,,
1976,1,,0,,.10156175,220,,,,,,,,
1976,0,1,0,1,-.10156175,179,.02,.2,.28,.63999999,.038104519,.22474398,.48400071,.73212194
1978,1,,1,,.11960754,223,,,,,,,,
1978,0,1,0,1,-.11960754,176,.033898305,.22033899,.66101694,.84745765,.029968798,.20792168,.42325765,.66545564
1980,1,,0,,.41708526,283,,,,,,,,
1980,0,1,0,1,-.41708526,116,0,.10714286,0,.14285715,.001372727,.12649758,.013882005,.17533989
1982,1,,1,,.32984045,265,,,,,,,,
1982,0,1,0,1,-.32984045,134,.028571429,.14285715,.40000001,.74285716,.0026198567,.13006048,.02600977,.19295411
1982,0,,0,,-.63888019,72,,,,,,,,
1982,0,,0,,-.63904268,72,,,,,,,,
1984,1,,1,,.4468241,289,,,,,,,,
1984,0,1,0,1,-.4468241,110,0,.041666668,0,.20833333,.00099916745,.1257104,.019700615,.18422605
1984,0,,0,,-.68366253,63,,,,,,,,
1984,0,,0,,-.69500858,60,,,,,,,,
1986,1,,1,,.44891235,289,,,,,,,,
1986,0,1,0,1,-.44891235,110,0,.041666668,0,.20833333,.00099916745,.1257104,.019700615,.18422605
1986,0,,0,,-.7017774,59,,,,,,,,
1988,1,,1,,.42901227,285,,,,,,,,
1988,0,1,0,1,-.42901227,114,0,.18181819,0,.13636364,.0012414439,.12622732,.015507226,.17775711
1988,0,,0,,-.66141403,67,,,,,,,,
1988,0,,0,,-.67558563,64,,,,,,,,
1990,1,,1,,.32266879,264,,,,,,,,
1990,0,1,0,1,-.32266879,135,0,.04255319,.021276595,.08510638,.0027151229,.13042766,.028555926,.19646546
1990,0,,0,,-.58744508,82,,,,,,,,
1992,1,,1,1,.32655233,265,.77999997,.77999997,3.8800001,4.0599999,.83523673,.88035113,4.4956613,4.6231914
1992,0,1,0,,-.32655233,134,,,,,,,,
1992,0,,0,,-.58833379,82,,,,,,,,
1992,0,,0,,-.60662878,78,,,,,,,,
1994,1,,1,1,.62927628,325,1,1,3.2857144,3.5714285,.82711577,.87045491,4.5802302,4.6458964
1994,0,1,0,,-.62927628,74,,,,,,,,
1996,1,,1,1,.68013763,336,.80000001,.89999998,3.2,3.2,.82677406,.86596859,4.421267,4.4829931
1996,0,1,0,,-.68013763,63,,,,,,,,
1996,0,,0,,-.78292525,43,,,,,,,,
1998,1,,,,.74376941,348,,,,,,,,
1998,0,1,,,-.74376941,51,,,,,,,,
1962,1,,1,1,.11883923,223,.84444445,.93333334,2.7555556,2.9555554,.76348358,.87030369,2.8337548,3.047837
1962,0,1,0,,-.11883923,176,,,,,,,,
1964,1,,1,1,.16504228,233,.78947371,.81578946,3.2894738,3.4473684,.79789972,.87337434,3.3786855,3.5694075
1964,0,1,0,,-.16504228,166,,,,,,,,
1966,1,,1,1,.11581349,223,.84444445,.93333334,2.7555556,2.9555554,.76348358,.87030369,2.8337548,3.047837
1966,0,1,0,,-.11581349,176,,,,,,,,
1968,1,,1,1,.017299563,203,.55555558,.84444445,1.8,2.1111112,.61731791,.86496389,1.4257348,1.6907386
1968,0,1,0,,-.017299563,196,,,,,,,,
1970,1,,1,1,.10444409,220,.74358976,.87179488,3.2564104,3.4615386,.7493633,.86938769,2.6508601,2.8722246
1970,0,1,0,,-.10444409,179,,,,,,,,
1970,0,,0,,-.5293774,94,,,,,,,,
1972,1,,0,1,.38189742,276,.83333331,.86666667,4.9666667,5.0666666,.83598459,.88093889,4.6804075,4.7908983
1972,0,1,0,,-.38189742,123,,,,,,,,
1972,0,,0,,-.63243777,73,,,,,,,,
1974,1,,1,1,.035122067,207,.76595747,.91489363,1.6170213,1.9361702,.65920854,.8658421,1.7532227,2.0073102
1974,0,1,0,,-.035122067,192,,,,,,,,
1974,0,,0,,-.47773355,104,,,,,,,,
1974,0,,0,,-.47854334,104,,,,,,,,
1976,1,,0,1,.014262706,202,.58139533,.83720928,1.255814,1.5116279,.60814923,.8648122,1.358601,1.625785
1976,0,1,0,,-.014262706,197,,,,,,,,
1976,0,,0,,-.50670964,98,,,,,,,,
1978,1,,0,,.10052678,220,,,,,,,,
1978,0,1,0,1,-.10052678,179,.02,.2,.28,.63999999,.038104519,.22474398,.48400071,.73212194
1978,0,,0,,-.51102197,97,,,,,,,,
1980,1,,0,,.47704369,295,,,,,,,,
1980,0,1,0,1,-.47704369,104,0,.2,0,.1,.00064311398,.1247848,.028558966,.1986181
1980,0,,0,,-.67768478,64,,,,,,,,
1982,1,,1,1,.14487776,228,.76923078,.82051283,3.6923077,3.8717949,.78296429,.87185836,3.1203203,3.3224623
1982,0,1,0,,-.14487776,171,,,,,,,,
1984,1,,1,1,.19647899,239,.80555558,.8888889,3.6666667,3.9722223,.81150085,.87513131,3.6605484,3.8379252
1984,0,1,0,,-.19647899,160,,,,,,,,
1986,1,,1,1,.2066544,241,.85714287,.90476191,3.8571429,4.0952382,.81510997,.87568462,3.7466455,3.9197195
1986,0,1,0,,-.2066544,158,,,,,,,,
1988,1,,1,1,.28226069,256,.82222223,.86666667,3.4000001,3.6222222,.83161044,.87910217,4.2751632,4.4183254
1988,0,1,0,,-.28226069,143,,,,,,,,
1988,0,,0,,-.61348277,77,,,,,,,,
1990,1,,1,1,.21405041,242,.80000001,.92000002,4.4200001,4.7399998,.81679535,.87595922,3.7890551,3.9599648
1990,0,1,0,,-.21405041,157,,,,,,,,
1992,1,,1,1,.2727212,254,.78260869,.86956519,3.9565217,4.130435,.8302536,.87872714,4.2151895,4.3621597
1992,0,1,0,,-.2727212,145,,,,,,,,
1992,0,,0,,-.56550694,86,,,,,,,,
1994,1,,1,1,.27566677,255,.90697676,.93023258,3.7441862,3.8372092,.83096814,.87892085,4.245985,4.3910184
1994,0,1,0,,-.27566677,144,,,,,,,,
1994,0,,0,,-.57497358,85,,,,,,,,
1996,1,,0,1,.41807285,283,.83333331,.83333331,4.5952382,4.7857141,.83514333,.88073164,4.7503238,4.8514576
1996,0,1,0,,-.41807285,116,,,,,,,,
1996,0,,0,,-.65449297,69,,,,,,,,
1996,0,,0,,-.66450453,67,,,,,,,,
1998,1,,,,.39044878,278,,,,,,,,
1998,0,1,,,-.39044878,121,,,,,,,,
1998,0,,,,-.6568737,68,,,,,,,,
1998,0,,,,-.65781999,68,,,,,,,,
1962,1,,1,,.37073365,274,,,,,,,,
1962,0,1,0,1,-.37073365,125,0,.22857143,0,.11428571,.0019445897,.12782505,.013293211,.17480305
1964,1,,1,,.30027199,260,,,,,,,,
1964,0,1,0,1,-.30027199,139,0,.25,.041666668,.083333336,.0031499774,.132192,.041169193,.21354765
1966,1,,1,,.46138635,292,,,,,,,,
1966,0,1,0,1,-.46138635,107,0,.19354838,0,.096774191,.0008137906,.12526631,.023894269,.19093013
1968,1,,0,,.47416183,294,,,,,,,,
1968,0,1,0,1,-.47416183,105,0,.12,0,.079999998,.00069945888,.12495412,.0269244,.1958974
1968,0,,0,,-.7013514,59,,,,,,,,
1970,1,,0,,.3677789,273,,,,,,,,
1970,0,1,0,1,-.3677789,126,0,.11764706,0,.23529412,.0020057405,.12799534,.01391117,.17573461
1970,0,,0,,-.64350003,71,,,,,,,,
1972,1,,1,1,.49584162,299,.85714287,.88571429,5.2285714,5.3142858,.83158296,.87853694,4.7921391,4.8755856
1972,0,1,0,,-.49584162,100,,,,,,,,
1974,1,,1,1,.005972147,201,.6875,.91666669,1.8125,1.9791666,.59540683,.86462212,1.2675594,1.5376698
1974,0,1,0,,-.005972147,198,,,,,,,,
1976,1,,1,1,.065192372,213,.71929824,.82456142,2.3157895,2.6315789,.70737284,.86735737,2.1883206,2.4271116
1976,0,1,0,,-.065192372,186,,,,,,,,
1978,1,,0,1,.080266088,216,.66666669,.87179488,2.025641,2.3076923,.72700787,.86819983,2.3920624,2.6233397
1978,0,1,1,,-.080266088,183,,,,,,,,
1980,1,,1,,.064077616,212,,,,,,,,
1980,0,1,0,1,-.064077616,187,.10714286,.21428572,2.0535715,2.3392856,.069917142,.28555492,.67148286,.93291831
1980,0,,0,,-.48968709,102,,,,,,,,
1982,1,,1,,.36598539,273,,,,,,,,
1982,0,1,0,1,-.36598539,126,0,.11764706,0,.23529412,.0020057405,.12799534,.01391117,.17573461
1984,1,,1,,.70949352,341,,,,,,,,
1984,0,1,0,,-.70949352,58,,,,,,,,
1986,1,,1,,.5370537,307,,,,,,,,
1986,0,1,0,1,-.5370537,92,0,.18181819,0,.27272728,.00015718397,.12220664,.049971923,.23700941
1988,1,,1,,.42763579,285,,,,,,,,
1988,0,1,0,1,-.42763579,114,0,.18181819,0,.13636364,.0012414439,.12622732,.015507226,.17775711
1988,0,,0,,-.68537092,62,,,,,,,,
1990,1,,1,,.27651179,255,,,,,,,,
1990,0,1,0,1,-.27651179,144,0,.081632651,0,.06122449,.0038749315,.13526307,.063143007,.24245304
1990,0,,0,,-.54095715,91,,,,,,,,
1992,1,,1,1,.68543679,337,.5,.5,3.5,3.75,.82678068,.86559051,4.4070892,4.4685702
1992,0,1,0,,-.68543679,62,,,,,,,,
1992,0,,0,,-.80260956,39,,,,,,,,
1992,0,,0,,-.81205875,37,,,,,,,,
1994,1,,1,1,.56254911,312,.89999998,.94999999,4.75,4.8000002,.82876301,.87508476,4.7217345,4.7946634
1994,0,1,0,,-.56254911,87,,,,,,,,
1996,1,,1,1,.7341457,346,1,1,4.5,4.5,.82702005,.86172271,4.2539988,4.3135729
1996,0,1,0,,-.7341457,53,,,,,,,,
1996,0,,0,,-.8309859,33,,,,,,,,
1998,1,,,,.78642011,357,,,,,,,,
1998,0,1,,,-.78642011,42,,,,,,,,
1962,1,,1,,.23599279,247,,,,,,,,
1962,0,1,0,1,-.23599279,152,0,.23214285,0,.125,.0057195225,.14282523,.11376886,.30654219
1964,1,,1,,.18114138,236,,,,,,,,
1964,0,1,0,1,-.18114138,163,.017857144,.089285716,.125,.26785713,.011294092,.16187473,.22230281,.43717453
1966,1,,1,,.45776987,291,,,,,,,,
1966,0,1,0,1,-.45776987,108,0,.1,.40000001,.75,.00087465544,.1254192,.022421952,.18855278
1968,1,,1,,.43221804,286,,,,,,,,
1968,0,1,0,1,-.43221804,113,0,.15151516,0,.30303031,.0011803346,.12610058,.01642452,.17914793
1970,1,,1,,.47315946,294,,,,,,,,
1970,0,1,0,1,-.47315946,105,0,.12,0,.079999998,.00069945888,.12495412,.0269244,.1958974
1970,0,,0,,-.68759215,62,,,,,,,,
1970,0,,0,,-.7006411,59,,,,,,,,
1972,1,,1,,.092493594,218,,,,,,,,
1972,0,1,0,1,-.092493594,181,.03508772,.24561404,.40350878,.66666669,.044387627,.23716274,.52590579,.77761602
1972,0,,0,,-.48945916,102,,,,,,,,
1974,1,,1,1,.30362162,260,.82926828,.87804878,3.7073171,3.7560976,.83362263,.87973034,4.3800545,4.5161591
1974,0,1,0,,-.30362162,139,,,,,,,,
1974,0,,0,,-.57492262,85,,,,,,,,
1976,1,,1,1,.28099164,256,.82222223,.86666667,3.4000001,3.6222222,.83161044,.87910217,4.2751632,4.4183254
1976,0,1,0,,-.28099164,143,,,,,,,,
1976,0,,0,,-.56569707,86,,,,,,,,
1978,1,,1,1,.25832713,251,.71111113,.82222223,3.8888888,4.022222,.82776624,.87810677,4.1183128,4.2711539
1978,0,1,0,,-.25832713,148,,,,,,,,
1980,1,,0,1,.091179103,218,.78431374,.88235295,3.0196078,3.1568627,.73888135,.86879593,2.5254352,2.751658
1980,0,1,0,,-.091179103,181,,,,,,,,
1980,0,,0,,-.48499417,103,,,,,,,,
1982,1,,0,1,.086475492,217,.64583331,.75,2.3541667,2.6666667,.73361057,.86852217,2.4651525,2.6936741
1982,0,1,0,,-.086475492,182,,,,,,,,
1984,1,,1,1,.13119957,226,.73170733,.82926828,2.3170731,2.4878049,.77585834,.87124503,3.0103211,3.217129
1984,0,1,0,,-.13119957,173,,,,,,,,
1986,1,,1,1,.14225972,228,.76923078,.82051283,3.6923077,3.8717949,.78296429,.87185836,3.1203203,3.3224623
1986,0,1,0,,-.14225972,171,,,,,,,,
1988,1,,1,1,.11521122,223,.84444445,.93333334,2.7555556,2.9555554,.76348358,.87030369,2.8337548,3.047837
1988,0,1,0,,-.11521122,176,,,,,,,,
1988,0,,0,,-.52236915,95,,,,,,,,
1988,0,,0,,-.52248389,95,,,,,,,,
1990,1,,1,1,.054218531,210,.60869563,.9130435,2,2.0652175,.68490428,.86656767,1.97565,2.2220385
1990,0,1,0,,-.054218531,189,,,,,,,,
1992,1,,1,1,.061854422,212,.75,.86363637,1.5227273,1.8863636,.69984025,.86707407,2.1148489,2.356292
1992,0,1,0,,-.061854422,187,,,,,,,,
1992,0,,0,,-.43292332,113,,,,,,,,
1992,0,,0,,-.46286693,107,,,,,,,,
1992,0,,0,,-.46292466,107,,,,,,,,
1994,1,,1,1,.0041469336,200,.57446808,.80851066,1.7021277,2,.58339572,.86446267,1.1838278,1.4566008
1994,0,1,0,,-.0041469336,199,,,,,,,,
1994,0,,0,,-.45456263,109,,,,,,,,
1994,0,,0,,-.46029273,107,,,,,,,,
1996,1,,0,1,.085601389,217,.64583331,.75,2.3541667,2.6666667,.73361057,.86852217,2.4651525,2.6936741
1996,0,1,0,,-.085601389,182,,,,,,,,
1996,0,,0,,-.5026263,99,,,,,,,,
1996,0,,0,,-.51018673,97,,,,,,,,
1998,1,,,,.02321884,204,,,,,,,,
1998,0,1,,,-.02321884,195,,,,,,,,
1998,0,,,,-.46905991,106,,,,,,,,
1998,0,,,,-.47206476,105,,,,,,,,
1998,0,,,,-.48034739,103,,,,,,,,
1962,1,,1,1,.027043581,205,.6226415,.96226418,1.0754716,1.6037736,.639916,.8653968,1.5977573,1.8570864
1962,0,1,0,,-.027043581,194,,,,,,,,
1964,1,,1,1,.16497615,232,.85365856,.9512195,2.8536584,3.1219511,.79522896,.87307674,3.3292677,3.5222282
1964,0,1,0,,-.16497615,167,,,,,,,,
1966,1,,0,1,.22343883,244,.7719298,.82456142,3.3157895,3.4385965,.81984031,.87648612,3.869988,4.0366759
1966,0,1,0,,-.22343883,155,,,,,,,,
1968,1,,0,1,.29313883,258,.8974359,.8974359,5.2564101,5.4102564,.83270544,.87943077,4.3291259,4.4687276
1968,0,1,0,,-.29313883,141,,,,,,,,
1970,1,,1,1,.47581905,295,.73913044,.82608694,4.652174,4.7391305,.83258134,.87932754,4.7960868,4.8835735
1970,0,1,0,,-.47581905,104,,,,,,,,
1970,0,,0,,-.69848311,60,,,,,,,,
1970,0,,0,,-.71058124,57,,,,,,,,
1972,1,,1,1,.48482767,296,.82222223,.86666667,5.2222223,5.311111,.83229709,.87911785,4.7959352,4.8822355
1972,0,1,0,,-.48482767,103,,,,,,,,
1972,0,,0,,-.71063763,57,,,,,,,,
1974,1,,0,,.3028509,260,,,,,,,,
1974,0,1,0,1,-.3028509,139,0,.25,.041666668,.083333336,.0031499774,.132192,.041169193,.21354765
1974,0,,0,,-.59267104,81,,,,,,,,
1976,1,,0,,.45005238,290,,,,,,,,
1976,0,1,0,1,-.45005238,109,0,.037037037,0,.074074075,.00093281583,.12555832,.021103643,.18644565
1976,0,,0,,-.68232566,63,,,,,,,,
1978,1,,1,,.26567504,253,,,,,,,,
1978,0,1,0,1,-.26567504,146,0,.078431375,.019607844,.05882353,.0042332541,.13677965,.073725186,.25609499
1978,0,,0,,-.57628983,84,,,,,,,,
1980,1,,1,,.46475598,292,,,,,,,,
1980,0,1,0,1,-.46475598,107,0,.19354838,0,.096774191,.0008137906,.12526631,.023894269,.19093013
1980,0,,0,,-.68300802,63,,,,,,,,
1982,1,,1,,.20551294,241,,,,,,,,
1982,0,1,0,1,-.20551294,158,0,.19148937,.08510638,.29787233,.0081001045,.151566,.16638574,.37076825
1982,0,,0,,-.56651974,86,,,,,,,,
1984,1,,1,,.27154323,254,,,,,,,,
1984,0,1,0,1,-.27154323,145,0,.12,.18000001,.40000001,.0040399465,.13596323,.068054385,.24880345
1986,1,,1,,.27368069,254,,,,,,,,
1986,0,1,0,1,-.27368069,145,0,.12,.18000001,.40000001,.0040399465,.13596323,.068054385,.24880345
1988,1,,1,,.31196499,262,,,,,,,,
1988,0,1,0,1,-.31196499,137,0,.16666667,0,.33333334,.0029270668,.131273,.034553628,.20464554
1988,0,,0,,-.61611038,76,,,,,,,,
1988,0,,0,,-.64230102,71,,,,,,,,
1988,0,,0,,-.64232683,71,,,,,,,,
1990,1,,1,,.049585909,209,,,,,,,,
1990,0,1,0,1,-.049585909,190,.10526316,.31578946,.42105263,.71052629,.085817076,.31580296,.75203902,1.0172588
1990,0,,0,,-.46964005,106,,,,,,,,
1990,0,,0,,-.47091544,105,,,,,,,,
1992,1,,1,1,.71451509,342,.90909094,.90909094,4.4545455,4.5454545,.82689643,.86328858,4.3178992,4.3781252
1992,0,1,0,,-.71451509,57,,,,,,,,
1994,1,,0,1,.55237818,310,.81818181,.81818181,3.6363637,3.6363637,.82914507,.87571752,4.7381401,4.8125019
1994,0,1,0,,-.55237818,89,,,,,,,,
1996,1,,0,1,.69995904,339,.7368421,.78947371,3,3.1052632,.82681793,.86457556,4.3683844,4.4292655
1996,0,1,0,,-.69995904,60,,,,,,,,
1998,1,,,,.70116735,340,,,,,,,,
1998,0,1,,,-.70116735,59,,,,,,,,
1962,1,,0,,.11876354,223,,,,,,,,
1962,0,1,0,1,-.11876354,176,.033898305,.22033899,.66101694,.84745765,.029968798,.20792168,.42325765,.66545564
1964,1,,1,1,.056330413,211,.78723407,.97872341,1.4680851,1.6170213,.69231093,.86681014,2.0436633,2.287648
1964,0,1,0,,-.056330413,188,,,,,,,,
1966,1,,1,1,.090213537,218,.78431374,.88235295,3.0196078,3.1568627,.73888135,.86879593,2.5254352,2.751658
1966,0,1,0,,-.090213537,181,,,,,,,,
1968,1,,0,1,.27206242,254,.78260869,.86956519,3.9565217,4.130435,.8302536,.87872714,4.2151895,4.3621597
1968,0,1,0,,-.27206242,145,,,,,,,,
1968,0,,0,,-.61403185,77,,,,,,,,
1968,0,,0,,-.62033135,75,,,,,,,,
1968,0,,0,,-.62657422,74,,,,,,,,
1970,1,,0,,.010219514,202,,,,,,,,
1970,0,1,0,1,-.010219514,197,.11363637,.31818181,1.2045455,1.4545455,.12828349,.40616447,.96418285,1.234863
1970,0,,0,,-.483922,103,,,,,,,,
1972,1,,1,1,.1252816,225,.80000001,.91111112,3.0666666,3.2444444,.7718417,.87092292,2.9510634,3.1603415
1972,0,1,0,,-.1252816,174,,,,,,,,
1972,0,,0,,-.55178279,89,,,,,,,,
1974,1,,1,1,.12753338,225,.80000001,.91111112,3.0666666,3.2444444,.7718417,.87092292,2.9510634,3.1603415
1974,0,1,0,,-.12753338,174,,,,,,,,
1974,0,,0,,-.50846505,98,,,,,,,,
1974,0,,0,,-.5254584,94,,,,,,,,
1976,1,,1,1,.27230632,254,.78260869,.86956519,3.9565217,4.130435,.8302536,.87872714,4.2151895,4.3621597
1976,0,1,0,,-.27230632,145,,,,,,,,
1978,1,,1,1,.17219207,234,.85714287,.9285714,3.1428571,3.1904762,.80069494,.87370056,3.4322157,3.6204813
1978,0,1,0,,-.17219207,165,,,,,,,,
1980,1,,1,1,.15488678,230,.87179488,.92307693,3.4358974,3.6923077,.78961277,.87249088,3.2302246,3.4275923
1980,0,1,0,,-.15488678,169,,,,,,,,
1980,0,,0,,-.51124603,97,,,,,,,,
1982,1,,0,1,.089494407,217,.64583331,.75,2.3541667,2.6666667,.73361057,.86852217,2.4651525,2.6936741
1982,0,1,0,,-.089494407,182,,,,,,,,
1982,0,,0,,-.48111656,103,,,,,,,,
1984,1,,1,,.081782848,216,,,,,,,,
1984,0,1,0,1,-.081782848,183,.052631579,.28947368,.42105263,.63157892,.051849935,.25151557,.57171679,.82692218
1984,0,,0,,-.51305616,97,,,,,,,,
1986,1,,1,,.12896773,225,,,,,,,,
1986,0,1,0,1,-.12896773,174,.018867925,.11320755,.26415095,.50943398,.025672546,.19852643,.3869493,.625157
1986,0,,0,,-.52923894,94,,,,,,,,
1988,1,,1,,.23947367,247,,,,,,,,
1988,0,1,0,1,-.23947367,152,0,.23214285,0,.125,.0057195225,.14282523,.11376886,.30654219
1988,0,,0,,-.56970596,86,,,,,,,,
1988,0,,0,,-.57096809,85,,,,,,,,
1990,1,,1,,.16179717,232,,,,,,,,
1990,0,1,0,1,-.16179717,167,0,.094339624,.52830189,.6981132,.015024911,.17254569,.27490601,.49830613
1992,1,,1,,.052458346,210,,,,,,,,
1992,0,1,0,1,-.052458346,189,.079999998,.30000001,.36000001,.54000002,.080078073,.30478385,.72342569,.98741925
1992,0,,0,,-.44189167,111,,,,,,,,
1992,0,,0,,-.45052907,109,,,,,,,,
1994,1,,1,,.21650562,243,,,,,,,,
1994,0,1,0,1,-.21650562,156,0,.11111111,.022222223,.17777778,.0071723945,.14828786,.14729507,.34768903
1994,0,,0,,-.55890346,88,,,,,,,,
1994,0,,0,,-.56439435,87,,,,,,,,
1996,1,,1,,.098475933,219,,,,,,,,
1996,0,1,0,1,-.098475933,180,.05882353,.19607843,1.0196079,1.3333334,.041222304,.23095377,.50523365,.75522101
1996,0,,0,,-.49823138,100,,,,,,,,
1996,0,,0,,-.50621253,98,,,,,,,,
1998,1,,,,.086157322,217,,,,,,,,
1998,0,1,,,-.086157322,182,,,,,,,,
1998,0,,,,-.50186867,99,,,,,,,,
1972,1,,1,,.31407943,262,,,,,,,,
1972,0,1,0,1,-.31407943,137,0,.16666667,0,.33333334,.0029270668,.131273,.034553628,.20464554
1974,1,,1,,.14896622,229,,,,,,,,
1974,0,1,0,1,-.14896622,170,.075471699,.2264151,.3018868,.49056605,.018767826,.18226156,.3191154,.54885036
1974,0,,0,,-.50892556,98,,,,,,,,
1976,1,,0,,.17149791,234,,,,,,,,
1976,0,1,0,1,-.17149791,165,0,.27906978,.27906978,.62790698,.013055578,.16706203,.24846295,.4677214
1978,1,,1,,.27417624,254,,,,,,,,
1978,0,1,0,1,-.27417624,145,0,.12,.18000001,.40000001,.0040399465,.13596323,.068054385,.24880345
1980,1,,1,,.52549922,305,,,,,,,,
1980,0,1,0,1,-.52549922,94,0,0,0,0,.0002178907,.1227661,.045926783,.22933021
1982,1,,1,,.46193385,292,,,,,,,,
1982,0,1,0,1,-.46193385,107,0,.19354838,0,.096774191,.0008137906,.12526631,.023894269,.19093013
1982,0,,0,,-.70460832,59,,,,,,,,
1984,1,,1,,.52410519,304,,,,,,,,
1984,0,1,0,1,-.52410519,95,0,.14285715,0,.071428575,.00024557312,.12297709,.044320449,.22634073
1986,1,,1,,.50486612,300,,,,,,,,
1986,0,1,0,1,-.50486612,99,0,.1875,0,.125,.00040092607,.12387041,.03697424,.21307486
1986,0,,0,,-.72907567,54,,,,,,,,
1988,1,,1,,.51098061,302,,,,,,,,
1988,0,1,0,1,-.51098061,97,0,0,0,.22222222,.00031151352,.12340402,.040920265,.22012165
1988,0,,0,,-.70583665,58,,,,,,,,
1988,0,,0,,-.73680562,52,,,,,,,,
1990,1,,0,,.3454037,269,,,,,,,,
1990,0,1,0,1,-.3454037,130,0,.12,.16,.47999999,.0022960575,.1288963,.018473538,.18237375
1990,0,,0,,-.61494136,77,,,,,,,,
1992,1,,1,,.19067407,238,,,,,,,,
1992,0,1,0,1,-.19067407,161,0,.1875,0,.041666668,.0098759281,.15746215,.19906569,.40977645
1992,0,,0,,-.5287621,94,,,,,,,,
1994,1,,1,,.37341458,274,,,,,,,,
1994,0,1,0,1,-.37341458,125,0,.22857143,0,.11428571,.0019445897,.12782505,.013293211,.17480305
1994,0,,0,,-.61744648,76,,,,,,,,
1996,1,,1,,.3087472,261,,,,,,,,
1996,0,1,0,1,-.3087472,138,.029411765,.14705883,0,.32352942,.0030397284,.13173442,.037869286,.20912172
1996,0,,0,,-.57529771,84,,,,,,,,
1998,1,,,,.28656614,257,,,,,,,,
1998,0,1,,,-.28656614,142,,,,,,,,
1998,0,,,,-.60475993,79,,,,,,,,
1998,0,,,,-.61382949,77,,,,,,,,
1972,1,,1,,.37507755,275,,,,,,,,
1972,0,1,0,1,-.37507755,124,0,.10344828,0,0,.0018769852,.12764464,.012764055,.17398891
1972,0,,0,,-.65903199,68,,,,,,,,
1974,1,,0,,.32426536,264,,,,,,,,
1974,0,1,0,1,-.32426536,135,0,.04255319,.021276595,.08510638,.0027151229,.13042766,.028555926,.19646546
1974,0,,0,,-.57645667,84,,,,,,,,
1976,1,,1,,.18504333,237,,,,,,,,
1976,0,1,0,1,-.18504333,162,.017857144,.16071428,.017857144,.10714286,.010606091,.15976354,.21130674,.42424247
1978,1,,1,,.31896183,263,,,,,,,,
1978,0,1,0,1,-.31896183,136,0,.13725491,.11764706,.23529412,.0028183979,.13083512,.031428855,.20039888
1980,1,,1,,.48356873,296,,,,,,,,
